,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine(in-CC),Power(in-bhp),Colour,Seats,Price,company_name
5078,Hyundai i20,Ahmedabad,2016,74000.0,Diesel,Manual,21.9,1396,88.76,Black/Silver,5.0,6.5,Hyundai
5079,Hyundai Grand,Delhi,2015,27000.0,Petrol,Manual,18.9,1197,82.0,White,5.0,4.5,Hyundai
5080,Mercedes-Benz E-Class,Jaipur,2013,60000.0,Diesel,Automatic,10.0,2148,170.0,White,5.0,27.0,Mercedes-Benz
5081,Maruti Eeco,Chennai,2016,55000.0,Petrol,Manual,15.1,1196,73.0,Others,7.0,3.75,Maruti
5082,Toyota Corolla,Hyderabad,2010,156210.0,Diesel,Manual,21.43,1364,87.2,Others,5.0,5.99,Toyota
5083,Maruti Alto,Hyderabad,2009,85000.0,Petrol,Manual,19.7,796,46.3,White,5.0,1.8,Maruti
5084,Ford Figo,Hyderabad,2013,90200.0,Diesel,Manual,20.0,1399,68.05,Black/Silver,5.0,3.5,Ford
5085,Hyundai i20,Jaipur,2017,58500.0,Petrol,Manual,18.6,1197,81.83,White,5.0,6.25,Hyundai
5086,Ford EcoSport,Mumbai,2017,2000.0,Petrol,Manual,18.88,1499,110.4,White,5.0,8.65,Ford
5087,Hyundai Creta,Coimbatore,2017,15731.0,Petrol,Manual,15.29,1591,121.3,White,5.0,12.49,Hyundai
5088,Nissan Micra,Mumbai,2015,34895.0,Petrol,Automatic,19.15,1198,75.94,Black/Silver,5.0,4.6,Nissan
5089,Mercedes-Benz E-Class,Mumbai,2010,73000.0,Petrol,Automatic,10.93,3498,272.0,White,5.0,10.4,Mercedes-Benz
5090,Ford EcoSport,Kolkata,2017,1800.0,Petrol,Automatic,16.05,1499,110.4,White,5.0,11.37,Ford
5091,Mahindra KUV,Chennai,2016,13500.0,Petrol,Manual,18.15,1198,82.0,White,6.0,3.75,Mahindra
5092,Maruti Baleno,Coimbatore,2018,25093.0,Petrol,Manual,21.4,1197,83.1,Others,5.0,7.76,Maruti
5093,Honda City,Mumbai,2015,28004.0,Petrol,Manual,17.8,1497,117.3,White,5.0,7.1,Honda
5094,Maruti SX4,Pune,2007,68553.0,Petrol,Manual,15.0,1586,104.68,White,5.0,1.5,Maruti
5095,Renault Duster,Bangalore,2013,75371.0,Diesel,Manual,20.46,1461,83.8,Others,5.0,6.69,Renault
5096,Maruti Wagon,Mumbai,2014,43628.0,Petrol,Manual,22.5,998,67.04,Black/Silver,5.0,3.16,Maruti
5097,Audi Q7,Coimbatore,2014,118218.0,Diesel,Automatic,12.07,2967,241.4,White,7.0,31.41,Audi
5098,Skoda Rapid,Hyderabad,2017,31000.0,Diesel,Manual,21.13,1498,108.4,Others,5.0,10.5,Skoda
5099,Toyota Etios,Kolkata,2012,55000.0,Petrol,Manual,17.6,1496,88.7,Others,5.0,2.99,Toyota
5100,Mahindra Scorpio,Kolkata,2011,51387.0,Diesel,Manual,12.05,2179,120.0,Others,7.0,5.5,Mahindra
5101,Maruti Alto,Hyderabad,2007,52195.0,Petrol,Manual,19.7,796,46.3,Others,5.0,1.75,Maruti
5102,Mahindra XUV500,Pune,2011,90000.0,Diesel,Manual,15.1,2179,140.0,White,7.0,6.1,Mahindra
5103,Hyundai Verna,Jaipur,2015,89000.0,Petrol,Manual,17.01,1591,121.3,Black/Silver,5.0,7.5,Hyundai
5104,Jaguar XJ,Coimbatore,2011,43686.0,Petrol,Automatic,10.5,5000,503.0,Others,4.0,50.66,Jaguar
5105,Tata Indigo,Ahmedabad,2012,50123.0,Diesel,Manual,17.0,1405,70.0,White,5.0,1.9,Tata
5106,Tata Manza,Kolkata,2010,40000.0,Petrol,Manual,15.0,1368,90.0,Others,5.0,1.35,Tata
5107,Honda City,Jaipur,2014,76551.0,Diesel,Manual,25.1,1498,98.6,White,5.0,7.25,Honda
5108,Toyota Etios,Coimbatore,2018,43127.0,Diesel,Manual,23.59,1364,67.04,Others,5.0,6.85,Toyota
5109,Maruti Celerio,Jaipur,2014,56000.0,Petrol,Manual,23.1,998,67.04,Others,5.0,2.79,Maruti
5110,Maruti Ciaz,Delhi,2017,32000.0,Petrol,Automatic,19.12,1373,91.1,Others,5.0,9.2,Maruti
5111,Maruti Ciaz,Kolkata,2015,62144.0,Diesel,Manual,26.21,1248,88.5,Others,5.0,5.75,Maruti
5112,Mercedes-Benz S,Kolkata,2010,35277.0,Petrol,Automatic,7.81,5461,362.9,White,5.0,30.0,Mercedes-Benz
5113,Honda Amaze,Kochi,2016,39854.0,Petrol,Manual,18.0,1198,86.7,Others,5.0,5.64,Honda
5114,Audi A4,Delhi,2009,88000.0,Diesel,Automatic,16.55,1968,140.0,Black/Silver,5.0,7.98,Audi
5115,Hyundai Grand,Jaipur,2017,23000.0,Petrol,Manual,18.9,1197,82.0,White,5.0,4.5,Hyundai
5116,Hyundai i10,Hyderabad,2011,60000.0,Petrol,Manual,20.36,1197,78.9,Others,5.0,3.2,Hyundai
5117,Hyundai Grand,Jaipur,2018,10000.0,Petrol,Manual,18.9,1197,81.86,White,5.0,5.85,Hyundai
5118,Maruti Alto,Bangalore,2011,11000.0,Petrol,Manual,18.9,796,47.0,Black/Silver,5.0,2.9,Maruti
5119,Audi Q5,Coimbatore,2014,87652.0,Diesel,Automatic,14.16,1968,174.3,Others,5.0,25.71,Audi
5120,Honda City,Kochi,2016,47681.0,Petrol,Automatic,16.8,1497,116.3,Others,5.0,8.73,Honda
5121,Maruti Wagon,Coimbatore,2015,72599.0,Petrol,Manual,22.5,998,67.04,Black/Silver,5.0,4.32,Maruti
5122,Hyundai Grand,Coimbatore,2018,20667.0,Petrol,Automatic,18.9,1197,81.86,Others,5.0,7.55,Hyundai
5123,BMW 5,Mumbai,2013,35000.0,Diesel,Automatic,16.73,2993,218.0,White,5.0,21.0,BMW
5124,Tata Nano,Bangalore,2016,17800.0,Petrol,Automatic,21.9,624,37.48,White,4.0,2.38,Tata
5125,Honda Brio,Kochi,2015,49133.0,Petrol,Manual,19.4,1198,86.8,Black/Silver,5.0,4.51,Honda
5126,Maruti Swift,Pune,2011,70000.0,Petrol,Manual,16.1,1298,88.2,Black/Silver,5.0,1.3,Maruti
5127,Nissan Sunny,Kochi,2013,68880.0,Petrol,Manual,16.95,1498,97.7,Black/Silver,5.0,3.97,Nissan
5128,BMW 3,Pune,2011,43706.0,Petrol,Automatic,10.9,2497,215.0,White,5.0,9.0,BMW
5129,Honda City,Mumbai,2005,56000.0,Petrol,Manual,17.7,1497,78.0,White,5.0,1.25,Honda
5130,Toyota Etios,Coimbatore,2016,53702.0,Diesel,Manual,23.59,1364,67.04,Others,5.0,6.55,Toyota
5131,Chevrolet Beat,Kolkata,2013,26300.0,Diesel,Manual,25.44,936,57.6,Others,5.0,2.8,Chevrolet
5132,Ford EcoSport,Pune,2017,14000.0,Petrol,Automatic,14.8,1497,121.36,Black/Silver,5.0,9.99,Ford
5133,Chevrolet Sail,Mumbai,2015,41000.0,Petrol,Manual,18.2,1199,82.4,Others,5.0,3.25,Chevrolet
5134,Honda Brio,Coimbatore,2014,28637.0,Petrol,Manual,19.4,1198,86.8,White,5.0,5.53,Honda
5135,Honda Amaze,Jaipur,2014,41210.0,Petrol,Manual,18.0,1198,86.7,Others,5.0,4.4,Honda
5136,Maruti Ritz,Kolkata,2010,47722.0,Diesel,Manual,21.1,1248,73.9,White,5.0,1.7,Maruti
5137,Maruti Swift,Pune,2014,197000.0,Diesel,Manual,23.4,1248,74.0,Others,5.0,5.0,Maruti
5138,Renault Duster,Ahmedabad,2014,55300.0,Diesel,Manual,19.87,1461,83.8,White,5.0,4.75,Renault
5139,Maruti Celerio,Mumbai,2016,7100.0,Petrol,Automatic,23.1,998,67.04,Others,5.0,4.35,Maruti
5140,Maruti Swift,Chennai,2015,49900.0,Petrol,Manual,20.85,1197,83.14,Others,5.0,4.8,Maruti
5141,Audi Q3,Coimbatore,2018,22060.0,Diesel,Automatic,18.51,1968,147.51,White,5.0,32.73,Audi
5142,Maruti Alto,Jaipur,2016,51264.0,Petrol,Manual,24.07,998,67.1,Black/Silver,5.0,3.2,Maruti
5143,Ford Ikon,Pune,2004,69870.0,Petrol,Manual,14.2,1597,92.0,Others,5.0,1.1,Ford
5144,Hyundai Verna,Pune,2013,21107.0,Petrol,Manual,17.1,1591,121.3,Others,5.0,5.25,Hyundai
5145,Volkswagen Vento,Hyderabad,2012,110000.0,Diesel,Manual,20.54,1598,103.6,White,5.0,3.65,Volkswagen
5146,Honda City,Pune,2013,127000.0,Petrol,Manual,16.8,1497,116.3,Others,5.0,4.5,Honda
5147,Maruti Swift,Ahmedabad,2010,83000.0,Diesel,Manual,19.3,1248,73.9,Black/Silver,5.0,2.75,Maruti
5148,Maruti Swift,Chennai,2014,75180.0,Diesel,Manual,22.9,1248,74.0,White,5.0,5.25,Maruti
5149,Renault Duster,Mumbai,2013,29000.0,Diesel,Manual,19.01,1461,108.45,White,5.0,6.5,Renault
5150,Toyota Corolla,Kochi,2013,81504.0,Diesel,Manual,21.43,1364,87.2,Others,5.0,6.53,Toyota
5151,Honda Mobilio,Kolkata,2015,50000.0,Diesel,Manual,24.2,1498,98.6,Black/Silver,7.0,4.7,Honda
5152,Maruti Swift,Pune,2010,135000.0,Diesel,Manual,17.8,1248,75.0,Others,5.0,3.1,Maruti
5153,Hyundai Grand,Delhi,2018,9434.0,Petrol,Manual,18.9,1197,81.86,White,5.0,5.75,Hyundai
5154,Hyundai Santro,Delhi,2012,53000.0,Petrol,Manual,17.92,1086,62.1,White,5.0,2.35,Hyundai
5155,Honda City,Delhi,2014,55000.0,Petrol,Manual,17.8,1497,117.3,Black/Silver,5.0,5.84,Honda
5156,Renault Duster,Mumbai,2016,36600.0,Diesel,Manual,19.87,1461,83.8,Black/Silver,5.0,7.49,Renault
5157,Maruti Swift,Hyderabad,2017,2000.0,Diesel,Manual,28.4,1248,74.0,Others,5.0,8.2,Maruti
5158,Ford Fiesta,Pune,2012,78000.0,Diesel,Manual,17.8,1399,68.0,White,5.0,2.8,Ford
5159,Audi Q5,Coimbatore,2013,80127.0,Diesel,Automatic,12.8,1968,167.6,Others,5.0,23.68,Audi
5160,Audi Q3,Mumbai,2017,31000.0,Diesel,Automatic,18.51,1968,147.51,White,5.0,27.0,Audi
5161,Hyundai i10,Jaipur,2010,83000.0,Petrol,Manual,19.81,1086,68.05,White,5.0,1.75,Hyundai
5162,Honda CR-V,Kolkata,2015,35000.0,Petrol,Automatic,10.1,2354,152.0,White,5.0,14.7,Honda
5163,Honda City,Hyderabad,2015,82000.0,Diesel,Manual,25.6,1498,98.6,White,5.0,8.0,Honda
5164,Toyota Fortuner,Ahmedabad,2016,88008.0,Diesel,Automatic,12.9,2755,174.5,Black/Silver,7.0,22.5,Toyota
5165,Renault Duster,Hyderabad,2013,42000.0,Diesel,Manual,19.64,1461,108.45,White,5.0,8.0,Renault
5166,Tata Nexon,Mumbai,2018,14000.0,Diesel,Manual,21.5,1497,108.5,White,5.0,9.9,Tata
5167,Hyundai Xcent,Pune,2018,31000.0,Petrol,Manual,20.14,1197,81.86,Others,5.0,5.0,Hyundai
5168,Honda City,Kochi,2017,65850.0,Diesel,Manual,25.1,1498,98.6,Black/Silver,5.0,9.44,Honda
5169,Hyundai Elantra,Coimbatore,2015,58239.0,Petrol,Automatic,14.62,1999,149.92,Black/Silver,5.0,9.69,Hyundai
5170,Maruti Wagon,Jaipur,2007,71000.0,Petrol,Manual,18.9,998,67.1,Others,5.0,1.5,Maruti
5171,Hyundai i10,Chennai,2008,85445.0,Petrol,Manual,19.81,1086,68.05,Others,5.0,2.0,Hyundai
5172,Maruti Celerio,Kolkata,2015,30458.0,Petrol,Manual,23.1,998,67.04,Others,5.0,2.99,Maruti
5173,Volkswagen Vento,Kolkata,2015,70623.0,Petrol,Manual,15.04,1598,103.6,Black/Silver,5.0,3.99,Volkswagen
5174,Hyundai Accent,Pune,2005,123200.0,Petrol,Manual,13.2,1495,94.0,White,5.0,1.0,Hyundai
5175,Mercedes-Benz New,Bangalore,2012,49000.0,Diesel,Automatic,14.84,2143,167.62,Others,5.0,19.25,Mercedes-Benz
5176,Maruti Wagon,Hyderabad,2013,67263.0,Petrol,Manual,18.9,998,67.1,Black/Silver,5.0,3.6,Maruti
5177,Toyota Etios,Delhi,2011,36000.0,Petrol,Manual,17.6,1496,88.7,White,5.0,3.2,Toyota
5178,Toyota Corolla,Coimbatore,2015,53920.0,Petrol,Manual,14.28,1798,138.03,Others,5.0,10.77,Toyota
5179,Ford Ecosport,Hyderabad,2014,62700.0,Diesel,Manual,22.7,1498,89.84,Black/Silver,5.0,6.8,Ford
5180,BMW 3,Hyderabad,2013,30000.0,Diesel,Automatic,18.88,1995,184.0,White,5.0,22.0,BMW
5181,Toyota Innova,Hyderabad,2009,147000.0,Diesel,Manual,12.99,2494,100.6,Others,7.0,7.5,Toyota
5182,Mercedes-Benz E-Class,Mumbai,2014,52000.0,Diesel,Automatic,13.0,2143,204.0,White,5.0,24.5,Mercedes-Benz
5183,Hyundai Grand,Kochi,2017,17489.0,Petrol,Automatic,18.9,1197,82.0,Others,5.0,5.99,Hyundai
5184,Maruti Dzire,Pune,2018,27000.0,Diesel,Manual,28.4,1248,73.75,White,5.0,5.9,Maruti
5185,Audi A4,Jaipur,2012,60000.0,Diesel,Automatic,15.2,1968,140.8,Others,5.0,16.0,Audi
5186,Hyundai Elite,Kochi,2018,18553.0,Petrol,Manual,18.6,1197,81.86,Others,5.0,7.93,Hyundai
5187,Toyota Fortuner,Kochi,2015,51535.0,Diesel,Automatic,12.55,2982,168.5,Others,7.0,19.03,Toyota
5188,Volkswagen Vento,Pune,2013,41000.0,Petrol,Automatic,14.4,1598,103.6,White,5.0,5.25,Volkswagen
5189,Honda Jazz,Chennai,2017,8000.0,Petrol,Manual,18.2,1199,88.7,Black/Silver,5.0,7.9,Honda
5190,BMW 3,Mumbai,2016,31000.0,Diesel,Automatic,21.76,1995,190.0,Black/Silver,5.0,29.95,BMW
5191,Toyota Innova,Hyderabad,2011,144471.0,Diesel,Manual,12.8,2494,102.0,Others,8.0,7.8,Toyota
5192,Tata Nano,Pune,2011,50000.0,Petrol,Manual,23.9,624,37.48,Others,4.0,0.75,Tata
5193,Mercedes-Benz E-Class,Kochi,2017,36884.0,Diesel,Automatic,13.0,2143,204.0,Black/Silver,5.0,32.25,Mercedes-Benz
5194,Volkswagen Vento,Mumbai,2011,58000.0,Petrol,Manual,15.04,1598,103.6,White,5.0,3.0,Volkswagen
5195,Toyota Innova,Hyderabad,2006,142000.0,Diesel,Manual,12.8,2494,102.0,Black/Silver,7.0,6.25,Toyota
5196,Maruti Alto,Kochi,2018,46805.0,Petrol,Manual,24.07,998,67.1,Black/Silver,5.0,3.63,Maruti
5197,Honda Amaze,Delhi,2014,66000.0,Diesel,Manual,25.8,1498,98.6,White,5.0,3.5,Honda
5198,Honda City,Mumbai,2007,70000.0,Petrol,Manual,16.9,1497,100.0,White,5.0,1.55,Honda
5199,Mahindra Scorpio,Bangalore,2008,176000.0,Diesel,Manual,10.5,2179,120.0,Others,8.0,4.3,Mahindra
5200,Hyundai Verna,Jaipur,2012,65900.0,Diesel,Manual,22.32,1582,126.32,Black/Silver,5.0,5.75,Hyundai
5201,Datsun GO,Pune,2016,35000.0,Petrol,Manual,20.62,1198,67.0,White,7.0,3.1,Datsun
5202,Chevrolet Spark,Chennai,2008,62000.0,Petrol,Manual,18.0,995,62.0,White,5.0,1.1,Chevrolet
5203,BMW 3,Hyderabad,2007,74199.0,Diesel,Automatic,16.07,1995,181.0,Black/Silver,5.0,9.25,BMW
5204,Mercedes-Benz New,Coimbatore,2017,25559.0,Diesel,Automatic,19.71,2143,201.15,White,5.0,37.93,Mercedes-Benz
5205,Maruti Alto,Hyderabad,2014,58500.0,Petrol,Manual,22.74,796,47.3,White,5.0,2.75,Maruti
5206,Jaguar XF,Chennai,2014,43000.0,Diesel,Automatic,16.36,2179,187.7,Black/Silver,5.0,26.5,Jaguar
5207,Hyundai Xcent,Kochi,2016,45560.0,Petrol,Automatic,16.9,1197,82.0,White,5.0,6.34,Hyundai
5209,Toyota Corolla,Mumbai,2008,78000.0,Petrol,Automatic,14.53,1794,138.1,White,5.0,3.41,Toyota
5210,Hyundai Elite,Chennai,2016,11000.0,Petrol,Manual,18.6,1197,81.86,Others,5.0,7.95,Hyundai
5211,Toyota Innova,Delhi,2012,68000.0,Diesel,Manual,12.8,2494,102.0,White,7.0,6.95,Toyota
5212,Honda City,Ahmedabad,2016,67000.0,Diesel,Manual,26.0,1498,98.6,Others,5.0,7.25,Honda
5213,Volkswagen Polo,Delhi,2013,77445.0,Diesel,Manual,22.07,1199,73.9,White,5.0,3.75,Volkswagen
5214,Mercedes-Benz GLA,Kolkata,2014,52000.0,Diesel,Automatic,17.9,2143,136.0,Others,5.0,19.5,Mercedes-Benz
5216,Hyundai Grand,Kochi,2017,51223.0,Petrol,Manual,18.9,1197,81.86,Black/Silver,5.0,5.66,Hyundai
5217,Mahindra Scorpio,Kolkata,2015,52373.0,Diesel,Manual,15.4,2179,120.0,Black/Silver,7.0,8.5,Mahindra
5218,Mahindra XUV500,Delhi,2015,36096.0,Diesel,Manual,15.1,2179,140.0,Black/Silver,7.0,8.85,Mahindra
5219,Audi A4,Delhi,2013,36000.0,Diesel,Automatic,16.55,1968,147.51,Others,5.0,14.0,Audi
5220,Toyota Innova,Pune,2015,77000.0,Diesel,Manual,12.99,2494,100.0,Black/Silver,8.0,12.5,Toyota
5221,Ford Fiesta,Hyderabad,2012,107000.0,Diesel,Manual,17.8,1399,67.0,Others,5.0,3.0,Ford
5222,Chevrolet Aveo,Jaipur,2007,140000.0,Petrol,Manual,15.26,1150,74.9,White,5.0,0.9,Chevrolet
5223,Jeep Compass,Pune,2018,16039.0,Diesel,Manual,17.1,1956,170.0,White,5.0,18.5,Jeep
5224,Maruti Swift,Hyderabad,2016,64000.0,Diesel,Manual,22.9,1248,74.0,Others,5.0,6.8,Maruti
5225,Maruti SX4,Mumbai,2012,90000.0,Diesel,Manual,21.5,1248,88.8,Black/Silver,5.0,3.81,Maruti
5226,Hyundai i20,Delhi,2014,42365.0,Petrol,Manual,17.0,1197,80.0,White,5.0,5.5,Hyundai
5227,Tata Indica,Hyderabad,2016,80103.0,Diesel,Manual,25.0,1396,69.0,Black/Silver,5.0,1.8,Tata
5229,Toyota Fortuner,Coimbatore,2017,47198.0,Diesel,Manual,12.55,2982,168.5,Others,7.0,28.42,Toyota
5230,Honda Brio,Hyderabad,2013,47000.0,Petrol,Automatic,16.5,1198,86.8,White,5.0,5.4,Honda
5231,Maruti Celerio,Jaipur,2016,30000.0,Petrol,Automatic,23.1,998,67.04,Others,5.0,4.25,Maruti
5232,Honda Brio,Chennai,2013,42320.0,Petrol,Manual,19.4,1198,86.8,Others,5.0,2.9,Honda
5233,Maruti Zen,Kolkata,2003,65000.0,Petrol,Manual,17.3,993,60.0,Black/Silver,5.0,0.65,Maruti
5234,Hyundai i10,Pune,2012,45275.0,Petrol,Manual,20.36,1197,78.9,Others,5.0,2.8,Hyundai
5235,Mahindra XUV500,Hyderabad,2015,88428.0,Diesel,Manual,16.0,2179,140.0,Others,7.0,10.6,Mahindra
5236,Jaguar XE,Delhi,2018,1000.0,Diesel,Automatic,13.6,1999,177.0,White,5.0,40.0,Jaguar
5237,Audi A4,Hyderabad,2015,45000.0,Diesel,Automatic,18.25,1968,187.74,White,5.0,25.0,Audi
5238,Maruti Swift,Kolkata,2015,45000.0,Diesel,Manual,25.2,1248,74.0,Others,5.0,3.55,Maruti
5239,Maruti Baleno,Kochi,2018,23714.0,Petrol,Manual,21.4,1197,83.1,White,5.0,6.57,Maruti
5240,Hyundai Elite,Kochi,2016,56911.0,Petrol,Manual,18.6,1197,81.86,Black/Silver,5.0,6.54,Hyundai
5241,Honda City,Jaipur,2005,123000.0,Petrol,Manual,13.0,1493,100.0,White,5.0,1.1,Honda
5242,Toyota Innova,Pune,2007,170428.0,Diesel,Manual,12.8,2494,102.0,White,8.0,5.7,Toyota
5243,Renault KWID,Pune,2017,4700.0,Petrol,Manual,25.17,799,53.3,White,5.0,3.0,Renault
5244,Hyundai i20,Kochi,2014,44612.0,Petrol,Manual,18.5,1197,80.0,White,5.0,4.07,Hyundai
5245,Toyota Innova,Kochi,2019,10601.0,Diesel,Automatic,11.36,2755,171.5,White,7.0,19.65,Toyota
5246,Honda City,Pune,2012,89000.0,Petrol,Manual,16.8,1497,116.3,White,5.0,3.5,Honda
5247,Maruti Swift,Mumbai,2015,60000.0,Petrol,Manual,17.5,1197,85.8,White,5.0,4.8,Maruti
5248,Maruti Ritz,Hyderabad,2010,75014.0,Diesel,Manual,21.1,1248,73.9,White,5.0,3.85,Maruti
5249,Hyundai i10,Kochi,2011,65423.0,Petrol,Manual,20.36,1197,78.9,Black/Silver,5.0,3.16,Hyundai
5250,Hyundai Santro,Bangalore,2008,35268.0,Petrol,Manual,0.0,1086,62.0,Black/Silver,5.0,1.88,Hyundai
5251,Honda Amaze,Coimbatore,2014,44753.0,Petrol,Manual,18.0,1198,86.7,White,5.0,4.94,Honda
5252,Mitsubishi Outlander,Bangalore,2010,39525.0,Petrol,Automatic,11.3,2360,170.0,Others,5.0,9.25,Mitsubishi
5253,Mahindra Scorpio,Kochi,2014,45239.0,Diesel,Manual,12.05,2179,120.0,White,8.0,7.09,Mahindra
5254,Hyundai Verna,Kochi,2016,42024.0,Diesel,Automatic,19.08,1582,126.2,White,5.0,9.73,Hyundai
5255,Mercedes-Benz E-Class,Coimbatore,2016,38730.0,Diesel,Automatic,14.21,2143,203.0,White,5.0,29.98,Mercedes-Benz
5256,BMW 5,Coimbatore,2012,40471.0,Diesel,Automatic,16.2,2993,235.0,Others,5.0,25.72,BMW
5257,Maruti Vitara,Mumbai,2016,20000.0,Diesel,Manual,24.3,1248,88.5,White,5.0,9.0,Maruti
5258,Mahindra XUV500,Kochi,2017,41290.0,Diesel,Manual,16.0,2179,140.0,White,7.0,10.94,Mahindra
5259,Maruti Swift,Chennai,2008,86700.0,Petrol,Manual,16.1,1298,88.2,Others,5.0,2.4,Maruti
5260,Chevrolet Optra,Mumbai,2012,56000.0,Petrol,Manual,12.9,1598,102.5,White,5.0,2.15,Chevrolet
5261,Mahindra XUV500,Kolkata,2016,54000.0,Diesel,Manual,16.0,2179,140.0,Black/Silver,7.0,13.0,Mahindra
5262,Mahindra XUV500,Kochi,2015,59182.0,Diesel,Manual,15.1,2179,140.0,White,7.0,9.46,Mahindra
5263,Toyota Innova,Delhi,2015,57854.0,Diesel,Manual,12.99,2494,100.6,Black/Silver,7.0,12.5,Toyota
5264,Mercedes-Benz New,Mumbai,2013,80578.0,Diesel,Automatic,14.84,2143,170.0,White,5.0,14.5,Mercedes-Benz
5265,Chevrolet Optra,Jaipur,2007,118000.0,Petrol,Manual,12.9,1598,102.5,Others,5.0,1.35,Chevrolet
5266,Maruti Eeco,Coimbatore,2017,22874.0,Petrol,Manual,15.1,1196,73.0,White,5.0,4.44,Maruti
5267,Renault KWID,Pune,2018,1000.0,Petrol,Manual,25.17,799,53.3,Others,5.0,3.4,Renault
5268,Mahindra XUV500,Mumbai,2015,83000.0,Diesel,Manual,16.0,2179,140.0,White,7.0,9.0,Mahindra
5269,Maruti Wagon,Kolkata,2016,29930.0,Petrol,Manual,18.9,998,67.1,White,5.0,3.35,Maruti
5270,Maruti Baleno,Mumbai,2016,8500.0,Petrol,Manual,21.4,1197,83.1,White,5.0,5.49,Maruti
5271,Honda City,Hyderabad,2007,91000.0,Petrol,Manual,17.7,1497,78.0,Black/Silver,5.0,3.0,Honda
5272,Hyundai i20,Pune,2010,72000.0,Petrol,Manual,17.0,1197,80.0,Others,5.0,2.75,Hyundai
5273,Toyota Fortuner,Chennai,2010,135000.0,Diesel,Manual,11.5,2982,171.0,Black/Silver,7.0,11.0,Toyota
5274,Volkswagen Polo,Chennai,2012,60000.0,Diesel,Manual,22.07,1199,73.9,White,5.0,4.0,Volkswagen
5275,Hyundai Grand,Kochi,2015,58397.0,Diesel,Manual,24.0,1120,70.0,Black/Silver,5.0,4.9,Hyundai
5276,Maruti Wagon,Mumbai,2010,37822.0,Petrol,Manual,22.5,998,67.04,White,5.0,2.35,Maruti
5277,Hyundai Elantra,Delhi,2016,28000.0,Petrol,Automatic,14.62,1999,149.92,White,5.0,13.9,Hyundai
5278,Hyundai Verna,Coimbatore,2014,83558.0,Diesel,Manual,22.32,1582,126.32,Black/Silver,5.0,6.98,Hyundai
5279,Hyundai i20,Ahmedabad,2018,30000.0,Diesel,Manual,22.54,1396,88.73,Black/Silver,5.0,7.75,Hyundai
5280,Hyundai Verna,Delhi,2014,62000.0,Diesel,Manual,22.32,1582,126.32,Black/Silver,5.0,5.7,Hyundai
5281,Mercedes-Benz E-Class,Delhi,2013,70000.0,Diesel,Automatic,10.0,2148,170.0,Black/Silver,5.0,15.8,Mercedes-Benz
5282,Hyundai Verna,Delhi,2013,57478.0,Petrol,Manual,17.0,1591,121.3,Black/Silver,5.0,5.25,Hyundai
5283,Mahindra Scorpio,Kolkata,2013,75000.0,Diesel,Manual,12.05,2179,120.0,Others,8.0,6.29,Mahindra
5284,Maruti Ritz,Mumbai,2012,29000.0,Petrol,Manual,18.5,1197,85.8,Black/Silver,5.0,3.25,Maruti
5285,Honda City,Ahmedabad,2014,66000.0,Diesel,Manual,26.0,1498,98.6,Black/Silver,5.0,5.7,Honda
5286,Ford Figo,Jaipur,2012,140000.0,Diesel,Manual,20.0,1399,68.0,White,5.0,2.51,Ford
5287,Maruti Alto,Jaipur,2005,49000.0,Petrol,Manual,19.7,796,46.3,White,5.0,0.9,Maruti
5288,Toyota Fortuner,Pune,2014,102000.0,Diesel,Automatic,12.55,2982,168.5,White,7.0,16.5,Toyota
5289,BMW 3,Mumbai,2012,37000.0,Diesel,Automatic,22.69,1995,190.0,Black/Silver,5.0,15.0,BMW
5290,Honda City,Mumbai,2018,5000.0,Petrol,Manual,17.8,1497,117.3,White,5.0,10.11,Honda
5291,Maruti A-Star,Jaipur,2009,65000.0,Petrol,Manual,19.0,998,66.1,White,5.0,2.05,Maruti
5292,Audi Q5,Ahmedabad,2009,99100.0,Petrol,Automatic,9.74,1984,208.0,Others,5.0,10.0,Audi
5293,Maruti Zen,Chennai,2002,99024.0,Petrol,Manual,17.3,993,60.0,Black/Silver,5.0,0.95,Maruti
5294,BMW X3,Coimbatore,2014,41089.0,Diesel,Automatic,16.09,1995,184.0,White,5.0,28.79,BMW
5295,Mercedes-Benz GLE,Coimbatore,2017,29819.0,Diesel,Automatic,11.57,2987,254.79,White,5.0,61.29,Mercedes-Benz
5296,Ford Endeavour,Coimbatore,2017,61108.0,Diesel,Automatic,10.91,3198,197.0,Others,7.0,28.88,Ford
5297,Maruti Swift,Kochi,2016,65210.0,Diesel,Manual,22.9,1248,74.0,White,5.0,5.48,Maruti
5298,Nissan Micra,Pune,2018,24000.0,Petrol,Manual,19.69,1198,67.04,Others,5.0,4.0,Nissan
5299,Hyundai i20,Hyderabad,2015,72495.0,Diesel,Manual,21.9,1396,88.76,Others,5.0,7.0,Hyundai
5300,Tata Indica,Hyderabad,2012,110000.0,Diesel,Manual,22.3,1248,74.0,White,5.0,2.8,Tata
5301,Hyundai Grand,Kochi,2018,50234.0,Petrol,Manual,18.9,1197,81.86,White,5.0,4.77,Hyundai
5302,Hyundai Verna,Mumbai,2012,75059.0,Petrol,Automatic,17.0,1591,121.3,Others,5.0,4.25,Hyundai
5303,Honda BRV,Kochi,2017,35676.0,Petrol,Automatic,16.0,1497,117.3,White,7.0,9.48,Honda
